customer_id,recencia,frecuencia,monto,cluster
13362,10,7,5394.07,1
13363,18,3,1723.86,1
13364,72,1,134.95999999999998,1
13365,34,2,2225.37,1
13366,51,1,56.160000000000004,1
13367,432,1,510.20000000000005,1
13368,257,4,1121.5,1
13369,366,1,616.5600000000001,1
13370,372,1,1509.74,1
13371,506,2,2297.66,1
13372,90,1,378.64,1
13373,61,6,7587.1900000000005,1
13374,415,2,422.8,1
13375,89,2,1792.23,1
13376,100,3,1019.76,1
13377,397,2,1552.88,1
13379,27,3,572.56,1
13380,433,1,62.4,1
13381,32,12,8224.37,1
13382,281,5,1387.58,1
13383,544,1,305.28000000000003,1
13384,31,11,6680.83,1
13385,330,1,534.57,1
13386,415,2,835.46,1
13387,418,1,189.44,1
13388,132,3,1185.65,1
13389,12,3,797.96,1
13390,75,1,544.08,1
13391,204,1,59.8,1
13392,678,1,91.14,1
13393,584,4,1131.45,1
13394,2,19,6621.7,1
13395,186,3,1180.23,1
13396,30,2,1360.99,1
13397,73,10,3191.87,1
13398,193,2,670.34,1
13399,465,3,275.4,1
13400,583,1,310.83,1
13402,128,4,1535.13,1
13403,18,3,229.5,1
13404,2,2,252.49,1
13405,75,6,1213.811,1
13406,428,2,568.92,1
13407,579,3,2244.7,1
13408,2,106,51733.462,1
13410,25,9,2201.96,1
13411,108,1,213.55,1
13412,621,1,487.34999999999997,1
13413,640,6,429.44,1
13414,134,6,2494.14,1
13415,473,4,800.67,1
13416,44,3,940.8000000000001,1
13417,5,6,1669.49,1
13418,12,31,12233.6,1
13419,64,1,221.06,1
13420,150,2,159.85,1
13421,41,8,4103.12,1
13422,65,1,2626.3,1
13423,429,1,217.03,1
13424,450,1,572.77,1
13425,109,5,3403.63,1
13426,1,22,8167.38,1
13427,20,6,1006.53,1
13428,11,3,499.98,1
13429,11,4,1006.8,1
13430,19,2,679.45,1
13431,68,8,3316.24,1
13432,572,2,439.1,1
13433,502,4,658.3199999999999,1
13434,75,5,1666.8600000000001,1
13435,6,9,4475.2300000000005,1
13436,2,1,196.89,1
13437,15,7,3408.06,1
13438,548,1,46.5,1
13439,256,3,986.61,1
13440,424,7,1295.25,1
13441,92,2,720.9,1
13442,668,3,419.87,1
13443,449,6,1280.16,1
13444,375,2,631.6800000000001,1
13445,627,1,241.89999999999998,1
13446,431,11,3881.89,1
13447,24,3,1129.14,1
13448,17,13,9240.87,1
13449,24,1,291.88,1
13450,27,13,4120.04,1
13451,27,11,7190.92,1
13452,260,3,729.8,1
13453,166,3,781.6899999999999,1
13454,642,1,219.87,1
13455,25,6,2905.93,1
13456,18,6,1766.72,1
13457,689,2,148.22,1
13458,8,16,11959.27,1
13459,625,2,1160.4099999999999,1
13460,30,2,183.44,1
13461,39,6,4160.0,1
13462,253,5,1153.85,1
13464,59,6,3097.64,1
13465,447,2,931.12,1
13466,185,5,1013.35,1
13467,11,2,1083.71,1
13468,2,72,13390.51,1
13469,654,1,82.4,1
13470,100,2,165.0,1
13471,2,4,2531.58,1
13472,464,2,592.24,1
13473,61,8,2657.7599999999998,1
13474,237,3,663.79,1
13475,192,4,1431.78,1
13476,179,5,2061.4700000000003,1
13477,38,11,2834.17,1
13478,470,5,2215.78,1
13479,201,4,851.37,1
13480,417,2,627.82,1
13481,46,11,3830.84,1
13482,233,2,336.09,1
13483,66,1,140.34,1
13484,242,3,790.72,1
13485,234,11,3019.2200000000003,1
13486,79,3,1122.41,1
13487,58,5,846.87,1
13488,18,23,15587.88,1
13489,106,4,449.52,1
13490,655,1,154.25,1
13491,52,27,4566.56,1
13492,137,3,1269.84,1
13493,276,2,618.63,1
13494,312,1,316.26000000000005,1
13495,8,10,5374.26,1
13496,11,2,653.33,1
13497,283,6,1320.33,1
13498,731,1,327.38,1
13499,18,5,1159.11,1
13500,24,4,1466.3,1
13501,289,3,2885.11,1
13502,17,5,780.5,1
13503,72,6,1905.39,1
13504,65,1,295.93,1
13505,73,4,4393.63,1
13506,317,5,1639.2,1
13507,4,4,2479.16,1
13508,244,2,287.05,1
13509,9,8,1114.72,1
13510,2,11,4558.29,1
13511,677,1,282.76,1
13512,261,4,713.39,1
13513,127,3,824.59,1
13514,74,4,815.9000000000001,1
13515,73,6,1265.82,1
13516,22,4,1685.26,1
13517,60,3,2128.42,1
13518,86,1,659.4399999999999,1
13519,79,2,343.21,1
13520,59,11,6909.4,1
13521,2,3,1093.65,1
13522,31,1,125.80000000000001,1
13523,34,6,5101.52,1
13524,41,5,680.1800000000001,1
13525,15,2,628.78,1
13526,739,2,1182.0,1
13527,34,12,4683.74,1
13529,79,2,307.76,1
13530,635,1,402.97999999999996,1
13531,206,6,1738.52,1
13532,34,1,210.31,1
13533,183,3,270.79,1
13534,3,35,7720.9,1
13535,403,1,89.5,1
13536,2,7,3448.29,1
13537,426,2,717.85,1
13538,44,12,3112.73,1
13539,86,7,1569.3600000000001,1
13540,468,3,632.39,1
13541,428,2,785.25,1
13542,377,17,4006.17,1
13543,635,2,1439.6100000000001,1
13544,40,6,829.0,1
13545,391,2,374.64,1
13546,13,5,1092.14,1
13547,409,1,175.53,1
13548,97,3,908.99,1
13549,26,8,1005.8,1
13550,384,1,349.51,1
13551,320,2,244.2,1
13552,67,22,6978.92,1
13553,675,1,517.8,1
13554,381,7,1638.28,1
13555,74,13,8999.19,1
13556,430,2,200.82,1
13557,29,13,3032.26,1
13558,6,4,605.06,1
13559,513,2,990.0,1
13560,8,1,174.37,1
13561,216,11,1820.72,1
13562,82,8,4838.18,1
13563,85,2,777.53,1
13564,145,37,17249.55,1
13565,20,3,414.8,1
13566,41,5,1708.1200000000001,1
13567,429,4,1083.69,1
13568,174,1,192.85,1
13569,18,4,893.78,1
13570,244,1,239.49,1
13571,13,26,4546.54,1
13572,206,1,1384.25,1
13573,51,6,916.47,1
13574,412,1,421.25,1
13575,24,5,732.0699999999999,1
13576,11,28,11551.74,1
13577,26,11,3489.28,1
13578,410,1,147.66,1
13579,15,5,1539.04,1
13580,407,1,107.75,1
13581,310,2,280.53000000000003,1
13582,390,2,241.68,1
13583,156,2,1445.031,1
13584,307,3,392.45,1
13585,531,3,684.54,1
13586,542,1,131.53,1
13587,64,4,1673.5,1
13588,16,9,2478.95,1
13589,15,6,1120.74,1
13590,12,18,6349.59,1
13591,65,7,2093.94,1
13592,36,4,247.95999999999998,1
13593,109,14,5523.6900000000005,1
13594,53,2,533.32,1
13595,517,3,818.22,1
13596,6,2,697.04,1
13597,401,2,396.71,1
13598,48,5,789.59,1
13599,2,33,10167.630000000001,1
13600,313,2,518.42,1
13601,46,4,1185.14,1
13602,65,4,1025.17,1
13603,27,1,164.34,1
13604,659,1,717.62,1
13605,388,2,522.67,1
13606,30,3,280.53999999999996,1
13607,41,2,1078.31,1
13608,541,1,236.2,1
13609,594,1,167.35,1
13610,13,14,2175.88,1
13611,90,10,3319.53,1
13612,633,1,818.29,1
13613,453,5,1039.8500000000001,1
13614,25,6,2359.19,1
13615,319,8,6272.53,1
13616,569,2,288.1,1
13617,41,8,1278.75,1
13618,174,1,177.34,1
13619,545,2,231.69,1
13620,529,1,112.34,1
13621,117,1,213.85,1
13622,697,1,658.95,1
13623,31,10,2566.49,1
13624,389,1,462.08,1
13625,597,1,301.26,1
13626,253,2,707.04,1
13627,60,7,2245.9,1
13628,677,1,310.14,1
13629,24,19,13370.86,1
13630,6,7,2031.78,1
13631,100,11,3070.42,1
13632,25,8,3648.15,1
13634,34,16,5073.47,1
13635,68,4,2999.16,1
13636,37,5,949.12,1
13637,53,3,810.5,1
13638,16,1,122.64,1
13639,75,2,1346.27,1
13640,612,1,405.0,1
13641,641,5,1016.47,1
13642,216,4,514.72,1
13643,32,10,2156.77,1
13644,17,4,2624.26,1
13645,121,1,252.1,1
13646,400,2,326.25,1
13647,10,8,3071.68,1
13648,401,8,1764.02,1
13649,257,6,1678.88,1
13650,17,10,3288.0,1
13651,36,3,226.85,1
13652,46,5,2570.85,1
13653,488,1,152.2,1
13654,44,11,6308.0,1
13655,115,6,2280.51,1
13656,165,4,1078.85,1
13657,11,2,382.14,1
13658,10,9,6025.5,1
13659,206,12,4894.88,1
13660,401,1,314.59,1
13661,604,1,325.24,1
13662,86,11,2250.11,1
13663,180,5,2047.51,1
13665,387,3,1711.6599999999999,1
13666,61,5,127.89999999999999,1
13667,150,1,305.02,1
13668,3,35,13089.94,1
13669,51,3,413.55,1
13670,76,1,349.7,1
13671,395,1,194.95,1
13672,302,3,419.92,1
13673,19,2,396.92,1
13674,433,1,240.68,1
13675,152,2,486.82000000000005,1
13676,540,2,243.9,1
13677,405,2,556.1899999999999,1
13678,152,1,232.6,1
13679,494,3,281.26,1
13680,2,12,11435.67,1
13681,18,4,827.83,1
13682,188,1,59.5,1
13683,458,1,258.6,1
13684,286,4,596.98,1
13685,3,7,3119.44,1
13686,183,3,409.04,1
13687,439,1,11880.84,1
13688,636,1,375.5,1
13689,64,2,1259.5,1
13690,60,1,172.25,1
13691,397,1,212.78,1
13692,25,5,3114.4,1
13693,375,9,2011.82,1
13694,4,143,196482.81,0
13695,32,16,2770.73,1
13696,422,3,2020.4,1
13697,39,1,151.29999999999998,1
13698,597,2,465.53000000000003,1
13699,156,2,764.15,1
13700,27,13,2613.46,1
13701,447,1,161.0,1
13702,446,1,135.18,1
13703,319,2,425.56,1
13704,6,9,2308.06,1
13705,8,7,2035.33,1
13706,303,2,631.17,1
13707,268,5,3365.86,1
13708,272,1,296.88,1
13709,4,18,7591.75,1
13710,32,3,509.52,1
13711,219,9,1792.26,1
13712,247,2,766.42,1
13713,409,3,743.26,1
13714,466,1,161.35,1
13715,282,17,8483.29,1
13716,270,1,138.28,1
13717,33,8,1763.3,1
13718,247,2,306.55,1
13719,16,11,2815.25,1
13720,117,4,799.9,1
13721,37,2,741.54,1
13722,132,10,5635.41,1
13723,218,6,1209.2,1
13724,638,1,213.01,1
13725,50,8,1980.56,1
13726,39,2,1079.6599999999999,1
13727,29,8,1080.05,1
13728,37,16,2855.17,1
13729,436,3,724.73,1
13730,136,2,752.6,1
13731,220,2,610.59,1
13732,29,1,491.86,1
13733,411,2,487.03000000000003,1
13734,509,4,6701.640000000001,1
13735,25,13,9813.22,1
13736,6,7,2766.21,1
13737,201,1,339.59999999999997,1
13738,397,1,440.93,1
13739,19,2,292.2,1
13740,241,5,1597.77,1
13741,72,3,668.4300000000001,1
13742,17,12,3131.02,1
13743,3,7,1341.6,1
13744,96,2,1156.36,1
13745,163,2,777.36,1
13746,414,1,176.69,1
13747,374,2,249.39999999999998,1
13748,96,9,2268.35,1
13750,54,11,3602.1800000000003,1
13751,289,1,296.25,1
13752,125,7,1590.73,1
13753,288,4,2094.57,1
13754,152,3,447.05,1
13755,4,9,2161.35,1
13756,3,23,9207.5,1
13757,675,1,195.55,1
13758,12,15,9416.98,1
13759,34,2,659.4100000000001,1
13760,55,5,1363.6399999999999,1
13761,51,6,1952.17,1
13762,219,5,2472.48,1
13763,64,3,5217.4400000000005,1
13764,71,6,2953.26,1
13765,654,1,352.821,1
13766,496,1,190.35,1
13767,3,73,35540.53,1
13768,727,2,875.97,1
13769,3,20,5800.42,1
13770,423,4,785.37,1
13771,65,9,5728.82,1
13772,34,8,3114.22,1
13773,397,2,301.54,1
13774,82,1,345.0,1
13775,591,1,1049.66,1
13776,429,2,623.98,1
13777,1,61,56478.42,1
13778,104,4,1124.49,1
13779,516,1,161.13,1
13780,8,3,735.82,1
13781,251,3,778.83,1
13782,13,13,1793.72,1
13783,488,4,1542.09,1
13784,10,14,2910.23,1
13785,429,4,542.49,1
13786,368,6,3358.94,1
13787,76,6,1222.5,1
13788,506,1,3.75,1
13789,389,1,239.45999999999998,1
13790,5,1,348.8,1
13791,128,2,1516.0,1
13792,67,3,383.95,1
13793,647,1,96.0,1
13794,547,1,126.03,1
13795,389,4,836.3,1
13796,500,1,289.7,1
13797,437,3,1179.45,1
13798,2,110,75836.87,0
13799,117,9,2803.57,1
13800,310,3,1679.56,1
13801,67,1,324.8,1
13802,139,19,26259.11,1
13803,256,3,1338.91,1
13804,31,9,3208.52,1
13805,53,2,924.6,1
13806,64,1,256.38,1
13807,368,3,534.8,1
13808,6,5,1747.66,1
13809,306,3,679.7,1
13810,29,3,1499.01,1
13811,184,3,814.5,1
13812,43,3,539.0,1
13813,40,8,2765.47,1
13814,93,3,2257.32,1
13815,23,8,7475.74,1
13816,24,2,571.6700000000001,1
13817,30,2,382.98,1
13818,430,1,61.28,1
13819,302,6,2642.35,1
13820,419,3,660.65,1
13821,145,6,1410.73,1
13822,6,2,632.0,1
13823,19,7,3403.4500000000003,1
13824,33,12,3314.76,1
13825,622,2,255.59,1
13826,177,1,189.5,1
13827,58,3,412.05,1
13828,23,1,209.49,1
13829,422,1,102.0,1
13830,582,1,156.85000000000002,1
13831,17,18,7023.58,1
13832,20,2,613.6899999999999,1
13833,160,2,701.36,1
13834,577,2,324.19,1
13835,26,7,1095.27,1
13836,400,2,620.37,1
13837,212,2,271.24,1
13838,6,10,1966.09,1
13839,487,1,139.95000000000002,1
13840,417,1,651.4,1
13841,253,1,85.0,1
13842,59,18,5629.91,1
13843,382,1,319.75,1
13844,12,1,361.62,1
13845,65,1,312.98,1
13846,25,4,1307.79,1
13847,720,1,310.72,1
13848,93,8,3335.0,1
13849,52,5,3469.3,1
13850,130,1,1595.48,1
13851,96,8,4606.46,1
13852,611,1,187.35000000000002,1
13853,58,1,1090.14,1
13854,9,39,12253.96,1
13855,501,4,1310.3400000000001,1
13856,169,11,1142.03,1
13857,394,6,1001.01,1
13858,58,1,216.17,1
13859,327,2,515.86,1
13860,2,5,1245.9,1
13861,430,2,273.26,1
13862,19,9,2556.09,1
13863,248,4,1239.55,1
13864,387,1,662.4000000000001,1
13865,59,4,501.56,1
13866,75,1,145.67000000000002,1
13867,32,3,1015.29,1
13868,8,2,3192.54,1
13869,124,10,8111.57,1
13870,3,15,5712.08,1
13871,23,17,7885.85,1
13872,528,3,919.57,1
13873,120,8,1038.92,1
13874,359,7,2049.15,1
13875,54,14,4814.37,1
13876,64,1,122.7,1
13877,87,3,449.68,1
13878,55,4,2473.06,1
13879,646,1,395.5,1
13880,22,17,4391.66,1
13881,4,43,45179.1,1
13882,3,5,1191.13,1
13883,11,15,6560.02,1
13884,8,10,1888.48,1
13885,190,2,506.8,1
13886,72,1,243.56,1
13887,205,1,349.55,1
13888,120,7,2169.05,1
13889,93,6,1991.23,1
13890,2,14,2927.38,1
13891,379,3,863.5600000000001,1
13892,27,6,1267.6499999999999,1
13893,298,1,821.1,1
13894,24,3,564.62,1
13895,29,6,4008.52,1
13896,626,1,388.55,1
13897,51,3,1160.72,1
13898,326,2,686.4,1
13899,17,2,388.52,1
13900,184,6,1610.59,1
13901,73,15,5676.34,1
13902,633,5,34095.26,1
13903,401,1,165.45000000000002,1
13904,38,2,332.64,1
13905,733,1,312.65,1
13906,410,1,42.0,1
13907,692,1,136.8,1
13908,80,4,2369.55,1
13909,424,2,286.6,1
13911,58,20,4234.99,1
13912,424,1,124.95,1
13913,507,1,42.22,1
13914,12,2,626.45,1
13915,395,1,70.80000000000001,1
13916,464,4,1275.81,1
13917,50,2,272.04,1
13918,50,2,1212.8400000000001,1
13919,60,4,1360.68,1
13920,432,4,1774.68,1
13921,403,4,730.7,1
13922,352,3,865.2,1
13923,54,1,351.13,1
13924,2,6,1838.8500000000001,1
13925,93,4,678.25,1
13926,24,1,223.85000000000002,1
13927,75,2,708.26,1
13928,11,4,464.57,1
13929,170,11,3494.1,1
13930,58,2,337.34,1
13931,96,11,5257.38,1
13932,295,1,307.4,1
13933,110,2,608.7900000000001,1
13934,264,1,922.1,1
13935,597,3,6116.92,1
13936,180,3,939.66,1
13937,170,2,880.13,1
13938,36,1,71.66,1
13939,24,7,1560.96,1
13940,18,4,839.14,1
13941,22,15,11122.300000000001,1
13942,535,1,320.0,1
13943,578,1,246.54,1
13944,654,1,200.43,1
13945,395,2,854.15,1
13946,80,6,1876.23,1
13947,66,1,90.6,1
13948,361,4,548.76,1
13949,3,6,2427.32,1
13950,12,4,745.06,1
13951,177,3,674.45,1
13952,218,14,12823.521,1
13953,8,12,6640.68,1
13954,2,2,439.92,1
13955,155,3,545.17,1
13956,6,5,1026.42,1
13957,418,3,458.25,1
13958,380,8,4709.2300000000005,1
13959,80,6,1076.18,1
13960,22,2,230.22,1
13961,393,1,538.4,1
13962,22,3,362.8,1
13963,309,17,3011.87,1
13964,388,2,438.9,1
13965,477,3,996.61,1
13966,436,1,390.86,1
13967,146,2,166.3,1
13968,424,1,123.66,1
13969,8,35,13365.87,1
13970,387,2,846.55,1
13971,19,14,4667.57,1
13972,71,2,190.25,1
13973,288,1,264.7,1
13974,50,2,677.72,1
13975,32,12,5358.84,1
13976,207,4,1192.36,1
13977,412,1,519.8100000000001,1
13978,15,2,196.79000000000002,1
13979,74,7,3416.23,1
13980,61,5,799.92,1
13981,416,1,331.14,1
13982,40,9,4445.59,1
13983,30,21,7108.45,1
13984,27,12,2048.6,1
13985,5,22,10020.86,1
13986,18,1,320.46,1
13987,380,2,682.54,1
13988,20,8,4757.8,1
13989,66,5,2026.06,1
13990,214,1,311.3,1
13991,13,6,855.97,1
13992,31,3,219.5,1
13993,43,19,6775.71,1
13994,4,6,2313.14,1
13995,16,14,3902.01,1
13996,387,2,895.76,1
13997,520,3,382.31,1
13998,447,3,566.7,1
13999,11,29,9502.26,1
14000,212,5,2046.3400000000001,1
14001,46,9,4530.09,1
14002,135,2,529.73,1
14003,733,1,209.41,1
14004,44,11,6258.45,1
14005,10,5,2874.72,1
14006,116,7,2196.67,1
14007,513,1,79.48,1
14008,433,1,509.04,1
14009,199,3,1099.91,1
14010,566,2,445.15,1
14011,481,2,457.82,1
14012,278,1,328.8,1
14013,111,5,1084.57,1
14014,78,3,1948.21,1
14015,53,1,917.34,1
14016,162,11,11403.41,1
14017,572,1,229.75,1
14018,646,1,367.15000000000003,1
14019,47,3,1421.61,1
14020,17,4,1249.01,1
14021,156,7,1716.58,1
14022,226,2,792.15,1
14023,8,2,584.07,1
14024,122,3,645.74,1
14025,465,8,4057.9,1
14026,471,2,713.11,1
14027,61,1,104.82,1
14028,551,3,10396.5,1
14029,64,2,467.66,1
14030,19,20,8262.29,1
14031,8,44,40999.17,1
14032,3,16,4850.2699999999995,1
14033,556,1,109.44,1
14034,23,3,651.8199999999999,1
14035,29,9,2856.72,1
14036,285,1,626.65,1
14037,177,6,836.95,1
14038,79,5,3069.88,1
14039,34,2,267.28000000000003,1
14040,41,35,12645.57,1
14041,267,1,141.41,1
14042,726,1,431.98,1
14043,492,2,304.25,1
14044,27,10,3123.1,1
14045,110,16,11313.029999999999,1
14046,285,1,154.99,1
14047,9,14,4255.03,1
14048,306,3,748.69,1
14049,17,13,13239.03,1
14050,32,2,746.36,1
14051,1,37,22434.0,1
14052,20,2,480.81,1
14053,125,4,572.3,1
14054,66,1,92.46,1
14055,107,3,1520.96,1
14056,2,23,8214.65,1
14057,24,22,8408.84,1
14058,463,2,469.19,1
14059,267,1,183.6,1
14060,5,30,9519.08,1
14061,508,3,917.4300000000001,1
14062,10,24,25604.2,1
14063,439,9,22710.2,1
14064,30,15,3332.42,1
14065,390,3,891.02,1
14066,267,1,152.55,1
14067,64,2,374.7,1
14068,321,4,1528.3700000000001,1
14069,515,2,230.06,1
14070,685,1,326.55,1
14071,4,8,1438.82,1
14072,667,1,390.85,1
14073,33,1,151.04,1
14074,624,1,219.39999999999998,1
14075,5,6,1734.87,1
14076,130,1,122.47,1
14077,41,6,615.0799999999999,1
14078,102,9,1692.6299999999999,1
14079,125,2,618.73,1
14080,33,5,1115.68,1
14081,303,10,5370.1,1
14082,365,2,413.36,1
14083,5,11,1407.26,1
14084,513,1,150.5,1
14085,3,33,10104.97,1
14086,463,1,39.95,1
14087,3,3,846.22,1
14088,11,16,64036.8,1
14089,57,1,161.0,1
14090,325,1,76.32000000000001,1
14091,655,2,9530.08,1
14092,8,24,7229.45,1
14093,13,1,442.85,1
14094,440,1,335.22,1
14095,723,1,2.95,1
14096,5,17,65164.79,1
14097,482,2,422.85999999999996,1
14098,37,1,147.35,1
14099,17,20,5765.71,1
14100,138,1,194.9,1
14101,74,13,9961.93,1
14102,6,5,1360.28,1
14104,155,5,771.5799999999999,1
14105,240,5,5988.83,1
14106,738,1,214.79999999999998,1
14107,52,11,4877.3,1
14108,31,4,1044.96,1
14109,73,1,144.2,1
14110,4,33,12987.95,1
14111,15,4,692.85,1
14112,23,13,5834.59,1
14113,4,16,7092.610000000001,1
14114,274,7,1364.09,1
14115,502,2,622.6700000000001,1
14116,20,5,1382.74,1
14117,144,1,90.0,1
14118,429,1,458.45,1
14119,376,2,183.37,1
14121,4,4,2780.15,1
14122,407,3,362.42,1
14123,734,1,436.18,1
14124,85,1,419.58000000000004,1
14125,11,3,2740.43,1
14126,8,4,1172.46,1
14127,123,6,1900.0800000000002,1
14128,61,3,924.21,1
14129,2,9,2591.34,1
14130,320,4,1882.67,1
14131,649,1,187.87,1
14132,3,11,3586.0299999999997,1
14133,130,4,911.14,1
14134,383,15,11123.35,1
14135,2,24,9643.92,1
14136,401,5,1570.81,1
14137,696,1,332.7,1
14138,2,2,982.3800000000001,1
14139,47,4,1086.8,1
14140,4,2,935.05,1
14141,3,4,915.13,1
14142,374,2,983.15,1
14143,134,1,115.8,1
14144,487,1,30.599999999999998,1
14145,47,7,7600.05,1
14146,9,12,9450.3,1
14147,79,9,2590.2,1
14148,234,2,466.29,1
14149,221,1,446.62,1
14150,36,2,658.64,1
14151,674,2,679.45,1
14152,76,7,1997.3400000000001,1
14153,484,1,233.4,1
14154,240,8,6460.7,1
14155,267,1,118.75,1
14156,10,156,313946.37,0
14157,20,5,1002.78,1
14158,41,1,507.66,1
14159,20,20,7938.01,1
14160,611,7,8421.47,1
14161,216,7,3318.88,1
14162,174,2,289.36,1
14163,88,5,2594.62,1
14164,71,2,1631.77,1
14165,276,1,122.53999999999999,1
14166,506,2,256.85,1
14167,40,8,1296.49,1
14168,421,2,370.45,1
14169,431,2,624.4300000000001,1
14170,376,3,597.33,1
14171,99,2,498.79,1
14172,606,3,402.72,1
14173,11,6,586.0,1
14174,34,1,134.46,1
14175,60,8,7678.88,1
14176,298,5,916.01,1
14177,87,13,2229.34,1
14178,9,7,1620.93,1
14179,41,2,719.78,1
14180,11,33,6319.25,1
14181,411,2,310.55,1
14182,444,4,678.77,1
14183,412,2,286.29,1
14184,67,1,452.89,1
14185,332,1,197.65,1
14186,428,5,1550.63,1
14187,474,1,123.5,1
14188,31,6,2054.36,1
14189,3,16,5814.39,1
14190,667,1,79.9,1
14191,2,15,4817.66,1
14192,389,1,293.74,1
14193,68,3,1210.19,1
14194,5,36,18670.59,1
14195,202,6,2615.6,1
14196,107,1,335.52,1
14197,411,1,390.05,1
14198,19,9,1569.73,1
14199,219,4,1091.7,1
14200,618,1,379.2,1
14201,61,10,1193.54,1
14202,382,3,847.76,1
14203,398,1,339.34,1
14204,3,4,1062.96,1
14205,17,9,2414.2,1
14206,240,3,1185.01,1
14207,688,1,157.8,1
14208,95,2,567.05,1
14209,11,15,4993.27,1
14210,106,16,5861.52,1
14211,54,18,4402.29,1
14212,90,2,2190.14,1
14213,405,1,1192.2,1
14214,31,5,1004.38,1
14215,12,9,3416.33,1
14216,4,5,2150.04,1
14217,2,23,3416.89,1
14218,43,1,169.48000000000002,1
14219,5,3,633.83,1
14220,248,4,1515.0,1
14221,43,17,6517.49,1
14222,178,1,683.17,1
14223,93,3,991.13,1
14224,111,9,1897.9,1
14225,435,4,2037.02,1
14226,29,6,3002.53,1
14227,27,15,6368.71,1
14228,438,3,745.5,1
14229,52,7,2594.04,1
14230,436,3,979.8000000000001,1
14231,184,4,1235.6200000000001,1
14232,43,5,2048.07,1
14233,50,7,2904.27,1
14234,23,4,775.46,1
14235,76,9,4717.99,1
14236,81,5,1744.64,1
14237,374,2,632.14,1
14238,327,3,434.23,1
14239,44,21,4263.17,1
14240,31,3,1247.49,1
14241,184,2,333.70000000000005,1
14242,235,2,280.55,1
14243,9,17,7431.05,1
14244,661,1,366.41999999999996,1
14245,220,2,1693.45,1
14246,111,3,1474.06,1
14247,279,5,772.66,1
14248,319,3,1032.95,1
14249,411,12,5625.461,1
14250,8,3,1904.05,1
14251,2,5,2879.7000000000003,1
14252,382,1,350.99,1
14253,494,2,363.40000000000003,1
14254,433,1,601.03,1
14255,547,1,1000.63,1
14256,261,5,2473.9900000000002,1
14257,65,9,5954.45,1
14258,10,25,32051.34,1
14259,142,1,120.0,1
14260,472,3,824.28,1
14261,51,2,1163.45,1
14262,9,8,2618.23,1
14263,424,1,322.93,1
14264,155,6,1517.3600000000001,1
14265,110,4,1373.35,1
14266,429,1,40.56,1
14267,163,3,1516.24,1
14268,471,1,354.85,1
14269,440,1,295.73,1
14270,332,1,492.65000000000003,1
14271,226,2,219.13,1
14272,74,4,920.81,1
14273,52,4,559.97,1
14274,687,1,256.6,1
14275,396,6,1189.3799999999999,1
14276,99,7,2102.68,1
14277,16,9,17225.81,1
14278,410,1,205.83,1
14279,521,2,191.86,1
14280,197,1,134.04,1
14281,409,1,245.15,1
14282,4,25,7849.66,1
14283,464,4,628.4399999999999,1
14284,31,3,1299.65,1
14285,22,8,3284.42,1
14286,24,7,8479.76,1
14287,9,3,176.63,1
14288,214,1,426.6,1
14289,9,6,911.26,1
14290,12,8,4516.56,1
14291,2,23,7904.1,1
14292,8,16,9226.25,1
14293,4,9,3267.9300000000003,1
14294,408,1,375.34,1
14295,41,5,2362.91,1
14296,422,2,456.40000000000003,1
14297,18,4,1305.33,1
14298,9,82,91194.49,1
14299,9,27,14499.49,1
14300,19,1,43.2,1
14301,118,4,1992.18,1
14302,431,3,742.9000000000001,1
14303,408,2,277.94,1
14304,223,3,1725.01,1
14305,72,3,1858.96,1
14306,52,6,3151.4,1
14307,89,10,5071.03,1
14308,550,2,1147.02,1
14309,9,11,3780.81,1
14310,433,1,492.1,1
14311,243,2,516.45,1
14312,47,11,3090.29,1
14314,107,2,229.8,1
14315,45,8,3197.82,1
14316,423,5,1370.34,1
14317,65,1,508.58000000000004,1
14318,461,1,158.02,1
14319,425,1,494.85,1
14320,207,5,1346.75,1
14321,11,7,2218.06,1
14322,430,4,474.1,1
14323,115,2,605.0600000000001,1
14324,410,2,701.61,1
14325,570,1,245.48000000000002,1
14326,243,3,940.98,1
14327,164,6,1894.93,1
14328,439,1,445.05,1
14329,18,15,9927.22,1
14330,624,1,200.63,1
14331,125,2,462.65999999999997,1
14332,23,5,1943.51,1
14333,68,1,415.2,1
14334,17,12,4318.48,1
14335,17,2,468.26,1
14336,17,4,1614.91,1
14338,162,3,928.1,1
14339,243,2,620.27,1
14340,219,1,134.7,1
14341,46,18,4467.32,1
14342,22,6,918.44,1
14343,422,4,1088.91,1
14344,128,20,3333.7000000000003,1
14345,39,1,108.97999999999999,1
14346,121,5,2315.75,1
14347,737,1,82.6,1
14348,261,1,409.57,1
14349,11,1,133.5,1
14350,275,3,972.03,1
14351,165,1,51.0,1
14352,158,4,1078.96,1
14353,216,3,376.5,1
14354,6,2,163.62,1
14355,366,3,1014.45,1
14356,80,2,701.23,1
14357,44,1,225.77,1
14358,390,2,400.06,1
14359,20,3,912.18,1
14360,32,4,2128.23,1
14361,579,1,214.70999999999998,1
14362,23,1,161.2,1
14363,403,2,227.47000000000003,1
14364,109,8,3717.35,1
14365,395,2,634.68,1
14366,526,1,136.0,1
14367,9,16,9261.52,1
14368,320,1,155.0,1
14369,643,2,469.13,1
14370,451,6,1175.78,1
14371,296,1,100.5,1
14372,444,2,860.08,1
14373,359,1,76.55,1
14374,542,1,108.0,1
14375,186,3,1132.99,1
14376,684,1,215.46,1
